"ean","gtin","fonteinfo","marca","produto","quantidade","unidade","quantidadeconvert","unidadeconvert","valor energetico","proteina","lipideos","colesterol","carboidrato","fibra alimentar","calcio","magnesio","manganes","fosforo","ferro","sodio","potassio","cobre","zinco","vitamina c"
,,"TACO",,"Manjuba, com farinha de trigo, frita","100","g",,,344,"23,5","22,6",282,"10,2","0,4",763,47,"0,36",578,"3,0",37,319,"0,15","3,8",
,,"TACO",,"Manjuba, frita","100","g",,,349,"30,1","24,5",270,"0,0","NA",575,32,"0,21",735,"0,9",41,318,"0,14","3,2",
,,"TACO",,"Merluza, filé, assado","100","g",,,122,"26,6","0,9",91,"0,0","NA",36,20,"0,03",273,"0,4",120,364,"0,03","0,9",
,,"TACO",,"Merluza, filé, cru","100","g",,,89,"16,6","2,0",57,"0,0","NA",20,27,"0,01",185,"0,2",80,340,"Tr","0,3",
,,"TACO",,"Merluza, filé, frito","100","g",,,192,"26,9","8,5",109,"0,0","NA",36,38,"0,02",279,"0,4",90,447,"0,03","0,6",
,,"TACO",,"Pescada, branca, crua","100","g",,,111,"16,3","4,6",51,"0,0","NA",16,19,"0,01",136,"0,2",76,261,"Tr","0,3",
,,"TACO",,"Pescada, branca, frita","100","g",,,223,"27,4","11,8",165,"0,0","NA",378,30,"0,06",504,"0,5",107,355,"0,08","1,1",
,,"TACO",,"Pescada, filé, com farinha de trigo, frito","100","g",,,283,"21,4","19,1",73,"5,0","Tr",26,28,"0,07",216,"0,9",91,216,"0,03","0,4",
,,"TACO",,"Pescada, filé, cru","100","g",,,107,"16,7","4,0",65,"0,0","NA",14,23,"0,01",141,"0,2",77,253,"Tr","0,3",
,,"TACO",,"Pescada, filé, frito","100","g",,,154,"28,6","3,6",81,"0,0","NA",10,21,"Tr",204,"0,3",115,249,"0,03","0,6",
,,"TACO",,"Pescada, filé, molho escabeche","100","g",,,142,"11,8","8,0",43,"5,0","0,8",20,18,"0,08",105,"1,5",51,208,"0,36","0,3","6,9"
,,"TACO",,"Pescadinha, crua","100","g",,,76,"15,5","1,1",84,"0,0","NA",332,34,"0,07",327,"0,5",120,304,"0,10","0,6",
,,"TACO",,"Pintado, assado","100","g",,,192,"36,5","4,0",126,"0,0","NA",114,42,"0,08",332,"0,8",81,527,"0,04","2,1",
,,"TACO",,"Pintado, cru","100","g",,,91,"18,6","1,3",50,"0,0","NA",12,24,"0,01",174,"0,2",43,294,"0,03","0,4",
,,"TACO",,"Pintado, grelhado","100","g",,,152,"30,8","2,3",99,"0,0","NA",69,27,"0,03",237,"0,5",53,360,"0,04","0,8",
,,"TACO",,"Porquinho, cru","100","g",,,93,"20,5","0,6",49,"0,0","NA",26,24,"0,05",207,"0,4",67,313,"0,04","0,7",
,,"TACO",,"Salmão, filé, com pele, fresco,  grelhado","100","g",,,229,"23,9","14,0",85,"0,0","NA",29,28,"0,02",300,"0,5",85,384,"0,04","0,6",
,,"TACO",,"Salmão, sem pele, fresco, cru","100","g",,,170,"19,3","9,7",53,"0,0","NA",9,27,"Tr",259,"0,2",64,376,"0,02","0,3",
,,"TACO",,"Salmão, sem pele, fresco, grelhado","100","g",,,243,"26,1","14,5",73,"0,0","NA",15,38,"0,01",352,"0,4",96,518,"0,04","0,5",
,,"TACO",,"Sardinha, assada","100","g",,,164,"32,2","3,0",109,"0,0","NA",438,51,"0,24",578,"1,3",74,574,"0,14","1,8",
,,"TACO",,"Sardinha, conserva em óleo","100","g",,,285,"15,9","24,0",73,"0,0","NA",550,35,"0,11",496,"3,5",666,367,"0,03","1,6",
,,"TACO",,"Sardinha, frita","100","g",,,257,"33,4","12,7",103,"0,0","NA",482,39,"0,25",629,"1,1",60,460,"0,14","1,6",
,,"TACO",,"Sardinha, inteira, crua","100","g",,,114,"21,1","2,7",61,"0,0","NA",167,29,"0,10",294,"1,3",60,312,"0,13","1,3",
,,"TACO",,"Tucunaré, filé, congelado, cru","100","g",,,88,"18,0","1,2",47,"0,0","NA",19,26,"0,01",168,"0,3",57,288,"0,10","0,4",
,,"TACO",,"Apresuntado","100","g",,,129,"13,5","6,7",38,"2,9","NA",23,15,"0,04",225,"0,9",943,270,"0,03","1,6","Tr"
,,"TACO",,"Caldo de carne, tablete","100","g",,,241,"7,8","16,6","Tr","15,1","0,6",129,22,"0,02",123,"Tr",22180,218,"Tr","Tr",
,,"TACO",,"Caldo de galinha, tablete","100","g",,,251,"6,3","20,4",2,"10,6","11,8",16,13,"0,13",48,"0,7",22300,68,"Tr","0,3",
,,"TACO",,"Carne, bovina, acém, moído, cozido","100","g",,,212,"26,7","10,9",103,"0,0","NA",4,17,"0,01",164,"2,7",52,256,"0,06","8,1",
,,"TACO",,"Carne, bovina, acém, moído, cru","100","g",,,137,"19,4","5,9",58,"0,0","NA",3,14,"Tr",158,"1,8",49,237,"0,08","6,3",
,,"TACO",,"Carne, bovina, acém, sem gordura, cozido","100","g",,,215,"27,3","10,9",107,"0,0","NA",7,14,"Tr",164,"2,4",56,254,"0,07","8,0",
,,"TACO",,"Carne, bovina, acém, sem gordura, cru","100","g",,,144,"20,8","6,1",53,"0,0","NA",5,13,"Tr",144,"1,5",50,234,"0,04","5,2",
,,"TACO",,"Carne, bovina, almôndegas, cruas","100","g",,,189,"12,3","11,2",34,"9,8","*",22,24,"0,17",145,"1,6",621,328,"0,15","2,3"," "
,,"TACO",,"Carne, bovina, almôndegas, fritas","100","g",,,272,"18,2","15,8",36,"14,3","*",27,48,"0,41",244,"1,9",1030,536,"0,19","2,6",
,,"TACO",,"Carne, bovina, bucho, cozido","100","g",,,133,"21,6","4,5",245,"0,0","NA",13,7,"0,01",63,"0,6",38,70,"0,05","2,5",
,,"TACO",,"Carne, bovina, bucho, cru","100","g",,,137,"20,5","5,5",145,"0,0","NA",9,6,"0,01",61,"0,5",45,85,"0,06","2,1",
,,"TACO",,"Carne, bovina, capa de contra-filé, com gordura, crua","100","g",,,217,"19,2","15,0",63,"0,0","NA",6,17,"0,01",144,"1,5",58,267,"0,06","3,5",
,,"TACO",,"Carne, bovina, capa de contra-filé, com gordura, grelhada","100","g",,,312,"30,7","20,0",120,"0,0","NA",7,18,"Tr",214,"2,6",81,323,"0,13","6,2",
,,"TACO",,"Carne, bovina, capa de contra-filé, sem gordura, crua","100","g",,,131,"21,5","4,3",58,"0,0","NA",6,20,"Tr",178,"2,0",79,325,"0,06","4,6",
,,"TACO",,"Carne, bovina, capa de contra-filé, sem gordura, grelhada","100","g",,,239,"35,1","10,0",80,"0,0","NA",9,26,"0,01",287,"2,8",83,385,"0,12","7,6",
,,"TACO",,"Carne, bovina, charque, cozido","100","g",,,263,"36,4","11,9",113,"0,0","NA",15,13,"0,02",101,"3,5",1443,90,"0,07","6,1",
,,"TACO",,"Carne, bovina, charque, cru","100","g",,,249,"22,7","16,8",81,"0,0","NA",15,13,"Tr",122,"1,5",5875,236,"0,03","3,9",
,,"TACO",,"Carne, bovina, contra-filé, à milanesa","100","g",,,352,"20,6","24,0",99,"12,2","0,4",15,27,"0,27",203,"2,9",77,271,"0,10","2,9",
,,"TACO",,"Carne, bovina, contra-filé de costela, cru","100","g",,,202,"19,8","13,1",52,"0,0","NA",3,14,"Tr",164,"1,6",39,245,"0,04","4,4",
,,"TACO",,"Carne, bovina, contra-filé de costela, grelhado","100","g",,,275,"29,9","16,3",98,"0,0","NA",4,24,"0,01",252,"2,8",51,383,"0,08","6,7",
,,"TACO",,"Carne, bovina, contra-filé, com gordura, cru","100","g",,,206,"21,2","12,8",73,"0,0","NA",4,18,"0,01",164,"1,3",44,285,"0,04","2,8",
,,"TACO",,"Carne, bovina, contra-filé, com gordura, grelhado","100","g",,,278,"32,4","15,5",144,"0,0","NA",4,19,"Tr",219,"2,4",57,352,"0,09","4,8",
,,"TACO",,"Carne, bovina, contra-filé, sem gordura, cru","100","g",,,157,"24,0","6,0",59,"0,0","NA",4,21,"Tr",184,"1,7",53,335,"0,05","3,2",
,,"TACO",,"Carne, bovina, contra-filé, sem gordura, grelhado","100","g",,,194,"35,9","4,5",102,"0,0","NA",5,21,"Tr",241,"2,4",58,386,"0,09","5,1",
,,"TACO",,"Carne, bovina, costela, assada","100","g",,,373,"28,8","27,7",95,"0,0","NA",28,20,"Tr",179,"2,2",92,270,"0,08","5,5",
,,"TACO",,"Carne, bovina, costela, crua","100","g",,,358,"16,7","31,8",44,"0,0","NA","*",12,"Tr",130,"1,2",70,151,"Tr","2,7",
,,"TACO",,"Carne, bovina, coxão duro, sem gordura, cozido","100","g",,,217,"31,9","8,9",71,"0,0","NA",4,14,"Tr",189,"1,7",41,252,"0,07","5,0",
,,"TACO",,"Carne, bovina, coxão duro, sem gordura, cru","100","g",,,148,"21,5","6,2",60,"0,0","NA",3,21,"Tr",189,"1,9",49,358,"0,05","2,8",
,,"TACO",,"Carne, bovina, coxão mole, sem gordura, cozido","100","g",,,219,"32,4","8,9",84,"0,0","NA",4,13,"Tr",183,"2,6",44,239,"0,11","4,7",
,,"TACO",,"Carne, bovina, coxão mole, sem gordura, cru","100","g",,,169,"21,2","8,7",84,"0,0","NA",3,21,"Tr",175,"1,9",61,335,"0,05","2,6",
,,"TACO",,"Carne, bovina, cupim, assado","100","g",,,330,"28,6","23,0",91,"0,0","NA",8,18,"Tr",212,"2,7",72,321,"0,08","5,3",
,,"TACO",,"Carne, bovina, cupim, cru","100","g",,,221,"19,5","15,3",51,"0,0","NA",4,13,"Tr",220,"1,1",47,151,"0,03","2,4",
,,"TACO",,"Carne, bovina, fígado, cru","100","g",,,141,"20,7","5,4",393,"1,1","NA",4,12,"0,26",334,"5,6",76,265,"9,01","3,5",
,,"TACO",,"Carne, bovina, fígado, grelhado","100","g",,,225,"29,9","9,0",601,"4,2","NA",6,10,"0,22",420,"5,8",82,309,"12,58","4,0",
,,"TACO",,"Carne, bovina, filé mingnon, sem gordura, cru","100","g",,,143,"21,6","5,6",55,"0,0","NA",3,21,"0,01",193,"1,9",49,322,"0,08","2,8",
,,"TACO",,"Carne, bovina, filé mingnon, sem gordura, grelhado","100","g",,,220,"32,8","8,8",103,"0,0","NA",4,28,"0,02",308,"2,9",58,326,"0,14","4,1",
,,"TACO",,"Carne, bovina, flanco, sem gordura, cozido","100","g",,,196,"29,4","7,8",62,"0,0","NA",4,14,"Tr",181,"2,8",42,249,"0,07","5,6",
,,"TACO",,"Carne, bovina, flanco, sem gordura, cru","100","g",,,141,"20,0","6,2",50,"0,0","NA",3,18,"Tr",167,"1,6",54,324,"0,05","4,5",
,,"TACO",,"Carne, bovina, fraldinha, com gordura, cozida","100","g",,,338,"24,2","26,0",65,"0,0","NA",3,14,"Tr",161,"2,0",39,207,"0,07","6,5",
,,"TACO",,"Carne, bovina, fraldinha, com gordura, crua","100","g",,,221,"17,6","16,1",54,"0,0","NA",3,16,"0,00",131,"1,5",51,274,"0,04","4,2",
,,"TACO",,"Carne, bovina, lagarto, cozido","100","g",,,222,"32,9","9,1",56,"0,0","NA",4,13,"Tr",167,"1,9",48,254,"0,05","7,0",
,,"TACO",,"Carne, bovina, lagarto, cru","100","g",,,135,"20,5","5,2",56,"0,0","NA",3,20,"Tr",185,"1,3",54,362,"0,05","2,4",
,,"TACO",,"Carne, bovina, língua, cozida","100","g",,,315,"21,4","24,8",105,"0,0","NA",6,12,"0,01",136,"2,1",59,175,"0,08","4,1",
,,"TACO",,"Carne, bovina, língua, crua","100","g",,,215,"17,1","15,8",118,"0,0","NA",5,15,"0,02",164,"1,7",73,251,"0,09","2,9",
,,"TACO",,"Carne, bovina, maminha, crua","100","g",,,153,"20,9","7,0",51,"0,0","NA",3,16,"Tr",181,"1,1",37,274,"0,03","3,5",
,,"TACO",,"Carne, bovina, maminha, grelhada","100","g",,,153,"30,7","2,4",88,"0,0","NA",4,21,"Tr",237,"2,4",58,386,"0,08","5,6",
,,"TACO",,"Carne, bovina, miolo de alcatra, sem gordura, cru","100","g",,,163,"21,6","7,8",60,"0,0","NA",3,20,"0,01",165,"2,0",43,299,"0,06","3,0",
,,"TACO",,"Carne, bovina, miolo de alcatra, sem gordura, grelhado","100","g",,,241,"31,9","11,6",92,"0,0","NA",5,26,"0,02",279,"3,2",52,385,"0,11","4,8",
,,"TACO",,"Carne, bovina, músculo, sem gordura, cozido","100","g",,,194,"31,2","6,7",56,"0,0","NA",5,13,"Tr",176,"2,4",62,253,"0,08","6,4",
,,"TACO",,"Carne, bovina, músculo, sem gordura, cru","100","g",,,142,"21,6","5,5",51,"0,0","NA",4,17,"Tr",162,"1,9",66,296,"0,05","3,7",
,,"TACO",,"Carne, bovina, paleta, com gordura, crua","100","g",,,159,"21,4","7,5",58,"0,0","NA",4,14,"Tr",158,"1,8",65,250,"0,08","3,7",
,,"TACO",,"Carne, bovina, paleta, sem gordura, cozida","100","g",,,194,"29,7","7,4",56,"0,0","NA",6,18,"Tr",197,"2,2",58,250,"0,10","6,8",
,,"TACO",,"Carne, bovina, paleta, sem gordura, crua","100","g",,,141,"21,0","5,7",42,"0,0","NA",4,18,"Tr",163,"1,9",66,319,"0,05","3,3",
,,"TACO",,"Carne, bovina, patinho, sem gordura, cru","100","g",,,133,"21,7","4,5",56,"0,0","NA",3,20,"0,01",170,"1,8",49,318,"0,05","4,5",
,,"TACO",,"Carne, bovina, patinho, sem gordura, grelhado","100","g",,,219,"35,9","7,3",126,"0,0","NA",5,27,"0,02",289,"3,0",60,421,"0,12","8,1",
,,"TACO",,"Carne, bovina, peito, sem gordura, cozido","100","g",,,338,"22,2","27,0",100,"0,0","NA",4,14,"Tr",136,"1,6",56,204,"0,05","3,9",
,,"TACO",,"Carne, bovina, peito, sem gordura, cru","100","g",,,259,"17,6","20,4",59,"0,0","NA",4,15,"Tr",124,"1,3",64,241,"0,06","2,6",
,,"TACO",,"Carne, bovina, picanha, com gordura, crua","100","g",,,213,"18,8","14,7",60,"0,0","NA",2,14,"Tr",165,"1,7",38,232,"0,06","3,8",
,,"TACO",,"Carne, bovina, picanha, com gordura, grelhada","100","g",,,289,"26,4","19,5",92,"0,0","NA",4,24,"Tr",246,"3,2",60,355,"0,14","5,5",
,,"TACO",,"Carne, bovina, picanha, sem gordura, crua","100","g",,,134,"21,3","4,7",75,"0,0","NA",3,20,"Tr",183,"2,1",61,322,"0,08","4,2",
,,"TACO",,"Carne, bovina, picanha, sem gordura, grelhada","100","g",,,238,"31,9","11,3",100,"0,0","NA",4,25,"0,02",282,"3,6",61,377,"0,17","6,7",
,,"TACO",,"Carne, bovina, seca, cozida","100","g",,,313,"26,9","21,9",100,"0,0","NA",13,12,"0,02",82,"1,9",1943,86,"0,03","7,7",
,,"TACO",,"Carne, bovina, seca, crua","100","g",,,313,"19,7","25,4",92,"0,0","NA",14,12,"0,01",100,"1,3",4440,190,"Tr","3,7",
,,"TACO",,"Coxinha de frango, frita","100","g",,,283,"9,6","11,8",15,"34,5","5,0",18,17,"0,28",93,"1,3",532,166,"0,09","0,5","Tr"
,,"TACO",,"Croquete, de carne, cru","100","g",,,246,"12,0","15,6",30,"13,9",,15,24,"0,34",144,"2,5",711,221,"0,10","2,7","Tr"
,,"TACO",,"Croquete, de carne, frito","100","g",,,347,"16,9","22,7",38,"18,1",,18,30,"0,39",176,"2,3",916,313,"0,09","3,3","Tr"
,,"TACO",,"Empada de frango, pré-cozida, assada","100","g",,,358,"6,9","15,6",23,"47,5","2,2",16,18,"0,32",78,"1,2",525,138,"0,07","0,6"," "
,,"TACO",,"Empada, de frango, pré-cozida","100","g",,,377,"7,3","22,9",23,"35,5","2,2",14,17,"0,25",78,"0,7",771,156,"0,09","0,5"," "
,,"TACO",,"Frango, asa, com pele, crua","100","g",,,213,"18,1","15,1",113,"0,0","NA",11,23,"0,01",155,"0,6",96,211,"0,02","1,2",
,,"TACO",,"Frango, caipira, inteiro, com pele, cozido","100","g",,,243,"23,9","15,6",110,"0,0","NA",17,18,"0,01",162,"1,7",56,210,"0,08","1,7",
,,"TACO",,"Frango, caipira, inteiro, sem pele, cozido","100","g",,,196,"29,6","7,7",106,"0,0","NA",66,23,"0,02",210,"2,1",53,224,"0,15","2,7",
,,"TACO",,"Frango, coração, cru","100","g",,,222,"12,6","18,6",159,"0,0","NA",6,20,"0,05",193,"4,1",95,220,"0,20","2,0",
,,"TACO",,"Frango, coração, grelhado","100","g",,,207,"22,4","12,1",280,"0,6","NA",8,20,"0,06",276,"6,5",128,243,"0,30","3,4",
,,"TACO",,"Frango, coxa, com pele, assada","100","g",,,215,"28,5","10,4",145,"0,1","NA",8,14,"Tr",251,"1,2",95,318,"0,05","2,6",
,,"TACO",,"Frango, coxa, com pele, crua","100","g",,,161,"17,1","9,8",97,"0,0","NA",8,26,"0,02",185,"0,7",95,275,"0,03","2,0",
,,"TACO",,"Frango, coxa, sem pele, cozida","100","g",,,167,"26,9","5,8",133,"0,0","NA",12,11,"Tr",187,"0,8",64,191,"0,03","2,8",
,,"TACO",,"Frango, coxa, sem pele, crua","100","g",,,120,"17,8","4,9",91,"0,0","NA",8,27,"0,02",196,"0,8",98,291,"0,03","2,2",
,,"TACO",,"Frango, fígado, cru","100","g",,,106,"17,6","3,5",341,"0,0","NA",6,28,"0,35",344,"9,5",82,281,"0,26","3,7",
,,"TACO",,"Frango, filé, à milanesa","100","g",,,221,"28,5","7,8",84,"7,5","1,1",9,35,"0,06",249,"1,1",122,408,"0,05","0,8",
,,"TACO",,"Frango, inteiro, com pele, cru","100","g",,,226,"16,4","17,3",85,"0,0","NA",6,24,"0,01",174,"0,6",63,217,"0,04","1,1",
,,"TACO",,"Frango, inteiro, sem pele, assado","100","g",,,187,"28,0","7,5",111,"0,0","NA",9,14,"Tr",233,"0,6",70,283,"0,03","1,6",
,,"TACO",,"Frango, inteiro, sem pele, cozido","100","g",,,170,"25,0","7,1",99,"0,0","NA",8,12,"Tr",194,"0,5",51,217,"0,04","1,2",
,,"TACO",,"Frango, inteiro, sem pele, cru","100","g",,,129,"20,6","4,6",78,"0,0","NA",7,27,"0,01",190,"0,5",73,238,"0,03","1,2",
,,"TACO",,"Frango, peito, com pele, assado","100","g",,,212,"33,4","7,6",109,"0,0","NA",8,18,"0,01",297,"0,5",56,380,"0,01","1,0",
,,"TACO",,"Frango, peito, com pele, cru","100","g",,,149,"20,8","6,7",80,"0,0","NA",8,28,"0,01",213,"0,4",62,252,"0,05","0,6",
,,"TACO",,"Frango, peito, sem pele, cozido","100","g",,,163,"31,5","3,2",89,"0,0","NA",6,14,"Tr",224,"0,3",36,231,"0,02","0,9",
,,"TACO",,"Frango, peito, sem pele, cru","100","g",,,119,"21,5","3,0",59,"0,0","NA",7,31,"0,01",222,"0,4",56,267,"0,03","0,7",
,,"TACO",,"Frango, peito, sem pele, grelhado","100","g",,,159,"32,0","2,5",89,"0,0","NA",5,18,"Tr",295,"0,3",50,387,"0,02","0,8",
,,"TACO",,"Frango, sobrecoxa, com pele, assada","100","g",,,260,"28,7","15,2",158,"0,0","NA",11,15,"Tr",252,"1,2",96,323,"0,06","2,2",
,,"TACO",,"Frango, sobrecoxa, com pele, crua","100","g",,,255,"15,5","20,9",88,"0,0","NA",7,22,"0,01",154,"0,7",68,190,"0,05","1,3",
,,"TACO",,"Frango, sobrecoxa, sem pele, assada","100","g",,,233,"29,2","12,0",145,"0,0","NA",12,17,"Tr",281,"1,2",106,382,"0,07","2,2",
,,"TACO",,"Frango, sobrecoxa, sem pele, crua","100","g",,,162,"17,6","9,6",84,"0,0","NA",6,26,"0,02",187,"0,9",80,241,"0,06","1,7",
,,"TACO",,"Hambúrguer, bovino, cru","100","g",,,215,"13,2","16,2",70,"4,2","*",34,25,"0,36",141,"1,9",869,383,"0,16","1,7",
,,"TACO",,"Hambúrguer, bovino, frito","100","g",,,258,"20,0","17,0",49,"6,3","*",62,60,"0,52",324,"3,0",1252,660,"0,17","3,2",
,,"TACO",,"Hambúrguer, bovino, grelhado","100","g",,,210,"13,2","12,4",59,"11,3","*",56,48,"0,40",263,"2,6",1090,538,"0,18","3,0",
,,"TACO",,"Lingüiça, frango, crua","100","g",,,218,"14,2","17,4",64,"0,0","NA",11,19,"0,05",182,"0,5",1126,280,"0,05","0,7",
,,"TACO",,"Lingüiça, frango, frita","100","g",,,245,"18,3","18,5",76,"0,0","NA",15,29,"0,10",262,"0,8",1374,364,"0,04","1,2",
,,"TACO",,"Lingüiça, frango, grelhada","100","g",,,244,"18,2","18,4",80,"0,0","NA",14,21,"0,10",228,"0,7",1351,356,"0,09","1,0",
,,"TACO",,"Lingüiça, porco, crua","100","g",,,227,"16,1","17,6",53,"0,0","NA",6,14,"0,01",157,"0,4",1176,316,"0,04","1,4",
,,"TACO",,"Lingüiça, porco, frita","100","g",,,280,"20,5","21,3",75,"0,0","NA",8,18,"0,01",211,"0,9",1432,409,"0,06","3,1",
,,"TACO",,"Lingüiça, porco, grelhada","100","g",,,296,"23,2","21,9",82,"0,0","NA",8,19,"0,01",210,"1,0",1456,427,"0,07","3,5",
,,"TACO",,"Mortadela","100","g",,,269,"12,0","21,6",83,"5,8","NA",67,19,"0,11",216,"1,5",1212,247,"0,08","1,0",
,,"TACO",,"Peru, congelado, assado","100","g",,,163,"26,2","5,7",91,"0,0","NA",14,12,"0,02",197,"0,6",628,175,"0,03","1,2",
,,"TACO",,"Peru, congelado, cru","100","g",,,94,"18,1","1,8",68,"0,0","NA",10,19,"Tr",217,"0,9",711,281,"0,36","1,4",
,,"TACO",,"Porco, bisteca, crua","100","g",,,164,"21,5","8,0",56,"0,0","NA",6,24,"Tr",195,"0,5",54,335,"0,07","1,4",
,,"TACO",,"Porco, bisteca, frita","100","g",,,311,"33,7","18,5",126,"0,0","NA",69,29,"0,01",290,"0,8",63,404,"0,07","2,2",
,,"TACO",,"Porco, bisteca, grelhada","100","g",,,280,"28,9","17,4",82,"0,0","NA",34,25,"Tr",229,"0,9",51,366,"0,06","2,3",
,,"TACO",,"Porco, costela, assada","100","g",,,402,"30,2","30,3",113,"0,0","NA",17,14,"Tr",201,"1,0",63,246,"0,07","3,1",
,,"TACO",,"Porco, costela, crua","100","g",,,256,"18,0","19,8",69,"0,0","NA",15,18,"Tr",159,"0,9",88,248,"0,05","2,3",
,,"TACO",,"Porco, lombo, assado","100","g",,,210,"35,7","6,4",103,"0,0","NA",20,18,"Tr",238,"0,5",39,311,"0,03","1,8",
,,"TACO",,"Porco, lombo, cru","100","g",,,176,"22,6","8,8",55,"0,0","NA",4,24,"Tr",195,"0,5",53,334,"0,01","0,9",
,,"TACO",,"Porco, orelha, salgada, crua","100","g",,,258,"18,5","19,9",83,"0,0","NA",5,2,"0,01",31,"1,4",616,228,"0,23","0,6",
,,"TACO",,"Porco, pernil, assado","100","g",,,262,"32,1","13,9",110,"0,0","NA",18,27,"0,01",247,"1,3",62,395,"0,09","3,3",
,,"TACO",,"Porco, pernil, cru","100","g",,,186,"20,1","11,1",59,"0,0","NA",13,23,"Tr",192,"0,9",102,256,"0,16","1,7",
,,"TACO",,"Porco, rabo, salgado, cru","100","g",,,377,"15,6","34,5",89,"0,0","NA",22,4,"0,01",42,"0,6",1158,24,"0,05","1,4",
,,"TACO",,"Presunto, com capa de gordura","100","g",,,128,"14,4","6,8",40,"1,4","NA",12,17,"0,04",274,"0,7",1021,295,"0,04","1,3",
,,"TACO",,"Presunto, sem capa de gordura","100","g",,,94,"14,3","2,7",36,"2,1","NA",23,18,"0,04",244,"0,8",1039,307,"0,04","1,5",
,,"TACO",,"Quibe, assado","100","g",,,136,"14,6","2,7",34,"12,9","1,9",16,36,"0,76",174,"2,2",40,288,"0,51","4,1","Tr"
,,"TACO",,"Quibe, cru","100","g",,,109,"12,4","1,7",27,"10,8","1,6",12,26,"0,39",126,"1,7",39,242,"0,13","2,8","Tr"
,,"TACO",,"Quibe, frito","100","g",,,254,"14,9","15,8",38,"12,3",,22,39,"0,72",166,"2,0",836,322,"0,16","2,8","Tr"
,,"TACO",,"Salame","100","g",,,398,"25,8","30,6",85,"2,9","NA",87,30,"0,03",354,"1,3",1574,548,"0,05","3,2",
