"ean","gtin","fonteinfo","marca","produto","quantidade","unidade","quantidadeconvert","unidadeconvert","valor energetico","proteina","lipideos","colesterol","carboidrato","fibra alimentar","calcio","magnesio","manganes","fosforo","ferro","sodio","potassio","cobre","zinco","vitamina c"
,,"TACO",,"Toucinho, cru","100","g",,,593,"11,5","60,3",73,"0,0","NA",2,4,"Tr",35,"0,4",50,58,"0,11","0,2",
,,"TACO",,"Toucinho, frito","100","g",,,697,"27,3","64,3",89,"0,0","NA",9,9,"0,01",95,"0,9",125,171,"0,10","0,8",
,,"TACO",,"Bebida láctea, pêssego","100","g",,,55,"2,1","1,9",5,"7,6","0,3",89,9,"Tr",63,"Tr",46,62,"0,02","0,2","2,1"
,,"TACO",,"Creme de Leite","100","g",,,221,"1,5","22,5",66,"4,5","NA",83,8,"0,01",118,"0,3",52,119,"0,02","0,3","Tr"
,,"TACO",,"Iogurte, natural","100","g",,,51,"4,1","3,0",14,"1,9","NA",143,11,"Tr",119,"Tr",52,71,"0,02","0,4","0,9"
,,"TACO",,"Iogurte, natural, desnatado","100","g",,,41,"3,8","0,3",3,"5,8","NA",157,12,"Tr",110,"Tr",60,182,"Tr","0,5","0,3"
,,"TACO",,"Iogurte, sabor abacaxi","100","g",,,"*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*",
,,"TACO",,"Iogurte, sabor morango","100","g",,,70,"2,7","2,3",7,"9,7","0,2",101,8,"Tr",73,"Tr",38,52,"0,02","0,3","Tr"
,,"TACO",,"Iogurte, sabor pêssego","100","g",,,68,"2,5","2,3",8,"9,4","0,7",95,8,"Tr",66,"0,1",37,52,"0,02","0,3","Tr"
,,"TACO",,"Leite, condensado","100","g",,,313,"7,7","6,7",28,"57,0","NA",246,22,"Tr",187,"0,1",94,329,"0,03","0,9","2,1"
,,"TACO",,"Leite, de cabra","100","g",,,66,"3,1","3,8",14,"5,2","NA",112,10,"Tr",113,"0,1",74,140,"0,04","0,4","Tr"
,,"TACO",,"Leite, de vaca, achocolatado","100","g",,,83,"2,1","2,2",6,"14,2","0,6",70,13,"0,05",71,"0,5",72,155,"0,04","0,3","3,3"
,,"TACO",,"Leite, de vaca, desnatado, pó","100","g",,,362,"34,7","0,9",25,"53,0","NA",1363,109,"Tr",1673,"0,9",432,1556,"0,16","3,8",
,,"TACO",,"Leite, de vaca, desnatado, UHT","100","g",,,"*","*","*",4,"*","NA",134,10,"Tr",85,"Tr",51,140,"0,02","0,4","Tr"
,,"TACO",,"Leite, de vaca, integral","100","g",,,"*","*","*",10,"*","NA",123,10,"Tr",82,"Tr",64,133,"0,02","0,4","Tr"
,,"TACO",,"Leite, de vaca, integral, pó","100","g",,,497,"25,4","26,9",85,"39,2","NA",890,77,"Tr",1242,"0,5",323,1132,"0,11","2,7","*"
,,"TACO",,"Leite, fermentado","100","g",,,70,"1,9","0,1",2,"15,7","NA",72,6,"0,02",63,"Tr",33,94,"0,01","0,3","0,5"
,,"TACO",,"Queijo, minas, frescal","100","g",,,264,"17,4","20,2",62,"3,2","NA",579,7,"0,02",123,"0,9",31,105,"Tr","0,3","Tr"
,,"TACO",,"Queijo, minas, meia cura","100","g",,,321,"21,2","24,6",76,"3,6","NA",696,27,"0,02",403,"0,2",501,120,"0,07","2,7",
,,"TACO",,"Queijo, mozarela","100","g",,,330,"22,6","25,2",80,"3,0","NA",875,24,"0,03",470,"0,3",581,62,"0,08","3,5",
,,"TACO",,"Queijo, parmesão","100","g",,,453,"35,6","33,5",106,"1,7","NA",992,33,"0,05",745,"0,5",1844,96,"0,17","4,4","Tr"
,,"TACO",,"Queijo, pasteurizado","100","g",,,303,"9,4","27,4",82,"5,7","NA",323,16,"0,01",578,"0,3",780,194,"0,05","1,3","Tr"
,,"TACO",,"Queijo, petit suisse, morango","100","g",,,121,"5,8","2,8",12,"18,5","NA",731,27,"0,02",448,"0,1",412,121,"0,01","2,7","Tr"
,,"TACO",,"Queijo, prato","100","g",,,360,"22,7","29,1",91,"1,9","NA",940,28,"0,03",461,"0,3",580,73,"0,10","3,5",
,,"TACO",,"Queijo, requeijão, cremoso","100","g",,,257,"9,6","23,4",74,"2,4","NA",259,12,"0,02",448,"0,1",558,93,"0,05","1,3","Tr"
,,"TACO",,"Queijo, ricota","100","g",,,140,"12,6","8,1",49,"3,8","NA",253,12,"Tr",162,"0,1",283,112,"Tr","0,5","Tr"
,,"TACO",,"Bebida isotônica, sabores variados","100","g",,,26,"0,0","0,0","NA","6,4","NA",1,"Tr","Tr",9,"0,7",44,13,"Tr","Tr",
,,"TACO",,"Café, infusão 10%","100","g",,,9,"0,7","0,1","NA","1,5","NA",3,10,"0,04",9,"Tr",1,156,"0,01","Tr",
,,"TACO",,"Cana, aguardente 1","100","g",,,216,,,"NA",,"NA","Tr","Tr","Tr","Tr","Tr",3,"Tr","0,06","Tr",
,,"TACO",,"Cana, caldo de","100","g",,,65,"Tr","Tr","NA","18,2","0,1",9,12,"0,21",5,"0,8","Tr",18,"0,01","0,1","2,8"
,,"TACO",,"Cerveja, pilsen 2","100","g",,,41,"0,6","Tr","NA","3,3","NA",5,7,"0,01",19,"Tr",4,29,"Tr","Tr","Tr"
,,"TACO",,"Chá, erva-doce, infusão 5%","100","g",,,1,"0,0","0,0","NA","0,4","NA",2,1,"0,01",1,"Tr",1,10,"0,01","Tr"," "
,,"TACO",,"Chá, mate, infusão 5%","100","g",,,3,"0,0","0,1","NA","0,6","NA",1,2,"0,27","Tr","Tr","Tr",5,"Tr","Tr"," "
,,"TACO",,"Chá, preto, infusão 5%","100","g",,,2,"0,0","0,0","NA","0,6","NA",0,1,"0,09",2,"Tr","Tr",13,"Tr","Tr"," "
,,"TACO",,"Coco, água de","100","g",,,22,"0,0","0,0","NA","5,3","0,1",19,5,"0,25",4,"Tr",2,162,"Tr","Tr","2,4"
,,"TACO",,"Refrigerante, tipo água tônica","100","g",,,31,"0,0","0,0","NA","8,0","NA",1,"Tr","Tr",0,"Tr",8,2,"Tr","Tr",
,,"TACO",,"Refrigerante, tipo cola","100","g",,,34,"0,0","0,0","NA","8,7","NA",1,"Tr","Tr",17,"Tr",7,1,"Tr","Tr",
,,"TACO",,"Refrigerante, tipo guaraná","100","g",,,39,"0,0","0,0","NA","10,0","NA",1,"Tr","Tr","Tr","Tr",9,1,"Tr","Tr",
,,"TACO",,"Refrigerante, tipo laranja","100","g",,,46,"0,0","0,0","NA","11,8","NA",2,1,"Tr",1,"Tr",9,16,"Tr","Tr",
,,"TACO",,"Refrigerante, tipo limão","100","g",,,40,"0,0","0,0","NA","10,3","NA",2,1,"Tr","Tr","Tr",9,4,"Tr","Tr",
,,"TACO",,"Omelete, de queijo","100","g",,,268,"15,6","22,0",384,"0,4","NA",166,14,"0,03",314,"1,4",216,127,"0,03","1,4","Tr"
,,"TACO",,"Ovo, de codorna, inteiro, cru","100","g",,,177,"13,7","12,7",568,"0,8","NA",79,11,"Tr",279,"3,3",129,79,"0,04","2,1"," "
,,"TACO",,"Ovo, de galinha, clara, cozida/10minutos","100","g",,,59,"13,4","0,1","NA","0,0","NA",6,11,"Tr",15,"0,1",181,146,"0,03","Tr"," "
,,"TACO",,"Ovo, de galinha, gema, cozida/10minutos","100","g",,,353,"15,9","30,8",1272,"1,6","NA",114,9,"0,06",386,"2,9",45,87,"Tr","2,9"," "
,,"TACO",,"Ovo, de galinha, inteiro, cozido/10minutos","100","g",,,146,"13,3","9,5",397,"0,6","NA",49,11,"0,02",184,"1,5",146,139,"0,04","1,2"," "
,,"TACO",,"Ovo, de galinha, inteiro, cru","100","g",,,143,"13,0","8,9",356,"1,6","NA",42,13,"Tr",164,"1,6",168,150,"0,06","1,1"," "
,,"TACO",,"Ovo, de galinha, inteiro, frito","100","g",,,240,"15,6","18,6",516,"1,2","NA",73,16,"0,03",422,"2,1",166,184,"0,04","1,5","Tr"
,,"TACO",,"Achocolatado, pó","100","g",,,401,"4,2","2,2","Tr","91,2","3,9",44,77,"0,55",200,"5,4",65,496,"0,56","1,0","Tr"
,,"TACO",,"Açúcar, cristal","100","g",,,387,"0,3","Tr","NA","99,6","NA",8,1," ","Tr","0,2","Tr",3," Tr","Tr",
,,"TACO",,"Açúcar, mascavo","100","g",,,369,"0,8","0,1","NA","94,5","NA",127,80,"2,03",38,"8,3",25,522,"0,17","0,5","Tr"
,,"TACO",,"Açúcar, refinado","100","g",,,387,"0,3","Tr","NA","99,5","NA",4,1," ","Tr","0,1",12,6," Tr","Tr",
,,"TACO",,"Chocolate, ao leite","100","g",,,540,"7,2","30,3",17,"59,6","2,2",191,57,"0,30",212,"1,6",77,355,"0,31","1,1","Tr"
,,"TACO",,"Chocolate, ao leite, com castanha do Pará","100","g",,,559,"7,4","34,2",16,"55,4","2,5",171,80,"0,36",303,"1,5",64,431,"0,45","1,3","1,4"
,,"TACO",,"Chocolate, ao leite, dietético","100","g",,,557,"6,9","33,8",13,"56,3","2,8",188,67,"0,41",276,"3,3",85,458,"0,43","1,1","2,0"
,,"TACO",,"Chocolate, meio amargo","100","g",,,475,"4,9","29,9",2,"62,4","4,9",45,107,"0,83",220,"3,6",9,432,"0,77","1,5","2,1"
,,"TACO",,"Cocada branca","100","g",,,449,"1,1","13,6","NA","81,4","3,6",7,17,"0,36",396,"1,2",29,183,"0,20","0,4","Tr"
,,"TACO",,"Doce, de abóbora, cremoso","100","g",,,199,"0,9","0,2","NA","54,6","2,3",13,6,"0,01",14,"0,9","Tr",137,"Tr","Tr","0,1"
,,"TACO",,"Doce, de leite, cremoso","100","g",,,306,"5,5","6,0",20,"59,5","NA",195,16,"0,01",141,"0,1",120,259,"0,02","0,5","Tr"
,,"TACO",,"Geléia, mocotó, natural","100","g",,,106,"2,1","0,1","Tr","24,2","NA",4,1,"Tr","Tr","0,1",43,2,"Tr","Tr","Tr"
,,"TACO",,"Glicose de milho","100","g",,,292,"0,0","0,0","NA","79,4","NA",6,2,"Tr",5,"0,1",59,5,"Tr","Tr"," "
,,"TACO",,"Maria mole","100","g",,,301,"3,8","0,2","NA","73,6","0,7",13,7,"0,06",4,"0,4",15,24,"0,20","0,1","Tr"
,,"TACO",,"Maria mole, coco queimado","100","g",,,307,"3,9","0,1","NA","75,1","0,6",19,6,"0,09",5,"0,5",14,36,"0,03","0,1","Tr"
,,"TACO",,"Marmelada","100","g",,,257,"0,4","0,1","NA","70,8","4,1",11,6,"0,06",20,"0,7",11,83,"0,09","0,1","Tr"
,,"TACO",,"Mel, de abelha","100","g",,,309,"0,0","0,0","NA","84,0","NA",10,6,"0,38",4,"0,3",6,99,"Tr","0,2","0,7"
,,"TACO",,"Melado","100","g",,,297,"0,0","0,0","NA","76,6","NA",102,115,"2,62",74,"5,4",4,395,"0,84","0,3","Tr"
,,"TACO",,"Quindim","100","g",,,411,"4,7","24,4",271,"46,3","3,2",37,15,"0,25",168,"1,4",27,111,"0,10","1,1","Tr"
,,"TACO",,"Rapadura","100","g",,,352,"1,0","0,1","NA","90,8","NA",30,47,"1,66",21,"4,4",22,459,"0,17","0,6","Tr"
,,"TACO",,"Café, pó, torrado","100","g",,,419,"14,7","11,9","NA","65,8","51,2",107,165,"2,58",169,"8,1",1,1609,"1,30","0,5","Tr"
,,"TACO",,"Capuccino, pó","100","g",,,417,"11,3","8,6",29,"73,6","2,4",467,71,"0,17",358,"2,3",382,886,"Tr","1,1","Tr"
,,"TACO",,"Fermento em pó, químico","100","g",,,90,"0,5","0,1","NA","43,9","NA"," "," "," "," "," ",10052," "," "," "," "
,,"TACO",,"Fermento, biológico, levedura, tablete","100","g",,,90,"17,0","1,5","NA","7,7","4,2",18,38,"0,20",419,"2,6",40,576,"0,29","11,0","Tr"
,,"TACO",,"Gelatina, sabores variados, pó","100","g",,,380,"8,9","Tr","NA","89,2","NA",27,2,"0,03",2,"0,3",235,7,"Tr","Tr","40,0"
,,"TACO",,"Sal, dietético","100","g",,,"NA","NA","NA","NA","NA","NA",,,,,,23432,20468,,,
,,"TACO",,"Sal, grosso","100","g",,,"NA","NA","NA","NA","NA","NA",,,,,,39943,,,,
,,"TACO",,"Shoyu","100","g",,,61,"3,3","0,3","NA","11,6","NA",15,24,"0,07",47,"0,5",5024,165,"Tr","0,2","Tr"
,,"TACO",,"Tempero a base de sal","100","g",,,21,"2,7","0,3","NA","2,1","0,6",,,,,,32560,,,,
,,"TACO",,"Azeitona, preta, conserva","100","g",,,194,"1,2","20,3","NA","5,5","4,6",59,5,"0,06",16,"5,5",1567,79,"0,25","0,3","Tr"
,,"TACO",,"Azeitona, verde, conserva","100","g",,,137,"0,9","14,2","NA","4,1","3,8",46,4,"0,03",5,"0,2",1347,20,"0,14","0,1","Tr"
,,"TACO",,"Chantilly, spray, com gordura vegetal","100","g",,,315,"0,5","27,3","Tr","16,9","NA",2,1,"Tr",16,"Tr",110,5,"0,01","0,1",
,,"TACO",,"Leite, de coco","100","g",,,166,"1,0","18,4","NA","2,2","0,7",6,17,"0,24",26,"0,5",44,144,"0,16","0,3","Tr"
,,"TACO",,"Maionese, tradicional com ovos","100","g",,,302,"0,6","30,5",42,"7,9","NA",3,1,"Tr",14,"0,1",787,16,"Tr","0,1","Tr"
,,"TACO",,"Acarajé","100","g",,,289,"8,3","19,9",25,"19,1","9,4",124,51,"0,59",142,"1,9",305,354,"0,23","1,2"," "
,,"TACO",,"Arroz carreteiro","100","g",,,154,"10,8","7,1",36,"11,6","1,5",13,9,"0,18",48,"1,0",1622,87,"0,08","2,7"," "
,,"TACO",,"Baião de dois, arroz e feijão-de-corda","100","g",,,136,"6,2","3,2",4,"20,4","5,1",33,19,"0,27",72,"0,6",93,157,"0,08","0,6","Tr"
,,"TACO",,"Barreado","100","g",,,165,"18,3","9,5",60,"0,2","0,1",15,21,"0,05",169,"2,4",48,295,"0,17","4,8","Tr"
,,"TACO",,"Bife à cavalo, com contra filé","100","g",,,291,"23,7","21,1",257,"0,0","NA",26,19,"0,02",216,"2,1",83,272,"0,06","3,2",
,,"TACO",,"Bolinho de arroz","100","g",,,274,"8,0","8,3",70,"41,7","2,7",24,13,"0,42",87,"2,1",59,96,"0,13","0,9","Tr"
,,"TACO",,"Camarão à baiana","100","g",,,101,"7,9","6,0",117,"3,2","0,4",43,15,"0,11",244,"1,4",85,139,"0,07","0,5","4,1"
,,"TACO",,"Charuto, de repolho","100","g",,,78,"6,8","1,1",21,"10,1","1,5",23,13,"0,22",68,"0,9",12,184,"1,45","1,8","4,8"
,,"TACO",,"Cuscuz, de milho, cozido com sal","100","g",,,113,"2,2","0,7","NA","25,3","2,1",2,3,"0,02",23,"0,2",248,11,"Tr","0,2","Tr"
,,"TACO",,"Cuscuz, paulista","100","g",,,142,"2,6","4,6",15,"22,5","2,4",14,5,"0,06",26,"0,3",236,53,"0,05","0,2","Tr"
,,"TACO",,"Cuxá, molho","100","g",,,80,"5,6","3,6",58,"5,7","3,0",105,34,"0,23",111,"0,9",1344,124,"0,17","0,6","10,3"
,,"TACO",,"Dobradinha","100","g",,,125,"19,8","4,4",144,"0,0","NA",11,8,"0,11",57,"1,0",29,58,"0,06","2,7"," "
,,"TACO",,"Estrogonofe de carne","100","g",,,173,"15,0","10,8",66,"3,0",,28,22,"0,03",186,"2,7",123,322,"0,14","2,0","Tr"
,,"TACO",,"Estrogonofe de frango","100","g",,,157,"17,6","8,0",80,"2,6",,26,25,"0,03",195,"1,5",99,307,"0,12","0,6","Tr"
,,"TACO",,"Feijão tropeiro mineiro","100","g",,,152,"10,2","6,8",68,"19,6","3,6",41,36,"0,38",199,"2,2",365,349,"0,22","1,4","Tr"
,,"TACO",,"Feijoada","100","g",,,117,"8,7","6,5",22,"11,6","5,1",32,32,"0,24",105,"1,3",278,303,"0,15","0,8","Tr"
,,"TACO",,"Frango, com açafrão","100","g",,,113,"9,7","6,2",50,"4,1","0,2",13,16,"0,09",167,"0,8",29,256,"0,02","0,5","5,3"
,,"TACO",,"Macarrão, molho bolognesa","100","g",,,120,"4,9","0,9",7,"22,5","0,8",11,10,"0,22",54,"1,4",9,84,"0,09","0,8","Tr"
,,"TACO",,"Maniçoba","100","g",,,134,"10,0","8,7",43,"3,4","2,2",66,24,"0,60",55,"3,2",407,148,"0,16","2,0","Tr"
,,"TACO",,"Quibebe","100","g",,,86,"8,6","2,7","NA","6,6","1,7",8,10,"0,05",43,"0,8",247,153,"0,61","1,6","Tr"
,,"TACO",,"Salada, de legumes, com maionese","100","g",,,96,"1,1","7,0",7,"8,9","2,2",12,9,"0,10",22,"0,2",228,141,"0,04","0,2","Tr"
,,"TACO",,"Salada, de legumes, cozida no vapor","100","g",,,35,"2,0","0,3","NA","7,1","2,5",33,19,"0,24",45,"0,4",3,244,"0,17","0,3","29,4"
,,"TACO",,"Salpicão, de frango","100","g",,,148,"13,9","7,8",53,"4,6","0,4",9,13,"0,03",103,"0,3",248,149,"0,08","0,4","9,3"
,,"TACO",,"Sarapatel","100","g",,,123,"18,5","4,4",315,"1,1",,12,13,"0,10",164,"7,2",216,199,"1,48","1,8","Tr"
,,"TACO",,"Tabule","100","g",,,57,"2,0","1,2","NA","10,6","2,1",19,18,"0,37",35,"0,6",1,188,"0,12","0,6","16,2"
,,"TACO",,"Tacacá","100","g",,,47,"7,0","0,4",71,"3,4","0,2",45,30,"0,12",89,"0,9",1349,240,"0,22","0,8","Tr"
,,"TACO",,"Tapioca, com manteiga","100","g",,,348,"0,1","10,9",31,"63,6","Tr",30,3,"0,06",8,"0,2",158,19,"0,01","0,0","Tr"
,,"TACO",,"Tucupi, com pimenta-de-cheiro","100","g",,,27,"2,1","0,3","NA","4,7","0,2",28,42,"0,52",31,"1,1",5,391,"0,12","0,9","46,4"
,,"TACO",,"Vaca atolada","100","g",,,145,"5,1","9,3",19,"10,1","2,3",63,16,"0,04",72,"0,7",26,220,"0,12","1,2","Tr"
,,"TACO",,"Vatapá","100","g",,,255,"6,0","23,2",44,"9,7","1,7",47,39,"0,48",108,"1,4",880,209,"0,28","0,9","Tr"
,,"TACO",,"Virado à paulista","100","g",,,307,"10,2","25,6",66,"14,1","2,2",41,22,"0,15",135,"1,1",346,237,"0,07","1,0","Tr"
,,"TACO",,"Yakisoba","100","g",,,113,"7,5","2,6","NA","18,3","1,1",14,13,"0,15",83,"0,6",794,159,"0,06","0,7","Tr"
,,"TACO",,"Amendoim, grão, cru","100","g",,,544,"27,2","43,9","NA","20,3","8,0","Tr",171,"1,96",407,"2,5","Tr",580,"0,78","3,2","Tr"
,,"TACO",,"Amendoim, torrado, salgado","100","g",,,606,"22,5","54,0","NA","18,7","7,8",39,159,"1,70",261,"1,3",376,496,"0,68","2,1","Tr"
,,"TACO",,"Ervilha, em vagem","100","g",,,88,"7,5","0,5","NA","14,2","9,7",24,42,"0,40",152,"1,4","Tr",311,"0,20","1,2","12,4"
,,"TACO",,"Ervilha, enlatada, drenada","100","g",,,74,"4,6","0,4","NA","13,4","5,1",22,23,"0,46",79,"1,4",372,147,"0,14","0,9"," "
,,"TACO",,"Feijão, carioca, cozido","100","g",,,76,"4,8","0,5","NA","13,6","8,5",27,42,"0,28",87,"1,3",2,255,"0,19","0,7","Tr"
,,"TACO",,"Feijão, carioca, cru","100","g",,,329,"20,0","1,3","NA","61,2","18,4",123,210,"1,02",385,"8,0","Tr",1352,"0,79","2,9"," "
,,"TACO",,"Feijão, fradinho, cozido","100","g",,,78,"5,1","0,6","NA","13,5","7,5",17,38,"0,53",85,"1,1",1,253,"0,10","1,1","Tr"
,,"TACO",,"Feijão, fradinho, cru","100","g",,,339,"20,2","2,4","NA","61,2","23,6",78,178,"1,43",355,"5,1",10,1083,"0,70","3,9","Tr"
,,"TACO",,"Feijão, jalo, cozido","100","g",,,93,"6,1","0,5","NA","16,5","13,9",29,44,"0,32",121,"1,9",1,348,"0,24","1,0","Tr"
,,"TACO",,"Feijão, jalo, cru","100","g",,,328,"20,1","0,9","NA","61,5","30,3",98,170,"0,99",427,"7,0",25,1276,"0,95","3,0","Tr"
,,"TACO",,"Feijão, preto, cozido","100","g",,,77,"4,5","0,5","NA","14,0","8,4",29,40,"0,37",88,"1,5",2,256,"0,20","0,7","Tr"
,,"TACO",,"Feijão, preto, cru","100","g",,,324,"21,3","1,2","NA","58,8","21,8",111,188,"1,32",471,"6,5","Tr",1416,"0,83","2,9"," "
,,"TACO",,"Feijão, rajado, cozido","100","g",,,85,"5,5","0,4","NA","15,3","9,3",29,42,"0,29",113,"1,4",1,315,"0,23","0,9","Tr"
,,"TACO",,"Feijão, rajado, cru","100","g",,,326,"17,3","1,2","NA","62,9","24,0",111,170,"1,17",335,"18,6",14,1135,"0,84","2,6","Tr"
,,"TACO",,"Feijão, rosinha, cozido","100","g",,,68,"4,5","0,5","NA","11,8","4,8",19,43,"0,46",90,"1,2",2,241,"0,09","1,3","Tr"
,,"TACO",,"Feijão, rosinha, cru","100","g",,,337,"20,9","1,3","NA","62,2","20,6",68,184,"1,08",394,"5,3",24,1109,"0,60","4,0","Tr"
,,"TACO",,"Feijão, roxo, cozido","100","g",,,77,"5,7","0,5","NA","12,9","11,5",23,34,"0,32",106,"1,4",1,268,"0,22","1,0","Tr"
,,"TACO",,"Feijão, roxo, cru","100","g",,,331,"22,2","1,2","NA","60,0","33,8",120,162,"1,34",394,"6,9",10,1221,"1,04","3,3","Tr"
,,"TACO",,"Grão-de-bico, cru","100","g",,,355,"21,2","5,4","NA","57,9","12,4",114,146,"3,16",342,"5,4",5,1116,"0,67","3,2","Tr"
,,"TACO",,"Guandu, cru","100","g",,,344,"19,0","2,1","NA","64,0","21,3",129,166,"1,02",269,"1,9",2,1215,"0,57","2,0","1,5"
,,"TACO",,"Lentilha, cozida","100","g",,,93,"6,3","0,5","NA","16,3","7,9",16,22,"0,29",104,"1,5",1,220,"0,17","1,1","Tr"
,,"TACO",,"Lentilha, crua","100","g",,,339,"23,2","0,8","NA","62,0","16,9",54,94,"1,08",368,"7,0","Tr",887,"0,83","3,5"," "
,,"TACO",,"Paçoca, amendoim","100","g",,,487,"16,0","26,1","NA","52,4","7,3",22,101,"1,06",198,"1,1",167,348,"0,38","1,6","Tr"
,,"TACO",,"Pé-de-moleque, amendoim","100","g",,,503,"13,2","28,0","NA","54,7","3,4",27,108,"1,09",171,"1,3",16,355,"0,43","1,4","Tr"
,,"TACO",,"Soja, farinha","100","g",,,404,"36,0","14,6","NA","38,4","20,2",206,242,"2,87",539,"13,1",6,1922,"1,29","4,5","Tr"
,,"TACO",,"Soja, extrato solúvel, natural, fluido","100","g",,,39,"2,4","1,6","NA","4,3","0,4",17,15,"0,15",53,"0,4",57,121,"0,08","0,3","Tr"
,,"TACO",,"Soja, extrato solúvel, pó","100","g",,,459,"35,7","26,2","NA","28,5","7,3",359,216,"2,68",647,"7,0",83,1607,"1,19","5,8","9,2"
,,"TACO",,"Soja, queijo (tofu)","100","g",,,64,"6,6","4,0","NA","2,1","0,8",81,38,"0,33",130,"1,4",1,182,"0,18","0,9","Tr"
,,"TACO",,"Tremoço, cru","100","g",,,381,"33,6","10,3","NA","43,8","32,3",177,121,"*",265,"2,8",3,708,"0,79","4,2","25,0"
,,"TACO",,"Tremoço, em conserva","100","g",,,121,"11,1","3,8","NA","12,4","14,4",16,4,"*",40,"0,3",1809,5,"0,27","0,6","Tr"
,,"TACO",,"Amêndoa, torrada, salgada","100","g",,,581,"18,6","47,3","NA","29,5","11,6",237,222,"1,95",493,"3,1",279,640,"0,93","2,6","Tr"
,,"TACO",,"Castanha-de-caju, torrada, salgada","100","g",,,570,"18,5","46,3","NA","29,1","3,7",33,237,"1,59",594,"5,2",125,671,"1,92","4,7","Tr"
,,"TACO",,"Castanha-do-Brasil, crua","100","g",,,643,"14,5","63,5","NA","15,1","7,9",146,365,"1,10",853,"2,3",1,651,"1,79","4,2","Tr"
,,"TACO",,"Coco, cru","100","g",,,406,"3,7","42,0","NA","10,4","5,4",6,51,"1,00",118,"1,8",15,354,"0,45","0,9","2,5"
,,"TACO",,"Coco,  verde, cru","100","g",,,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
,,"TACO",,"Farinha, de mesocarpo de babaçu, crua","100","g",,,329,"1,4","0,2","NA","79,2","17,9",61,39,"0,38",26,"18,3",12,362,"0,22","0,3","Tr"
,,"TACO",,"Gergelim, semente","100","g",,,584,"21,2","50,4","NA","21,6","11,9",825,361,"2,67",741,"5,4",3,546,"1,51","5,2","Tr"
,,"TACO",,"Linhaça, semente","100","g",,,495,"14,1","32,3","NA","43,3","33,5",211,347,"2,81",615,"4,7",9,869,"1,09","4,4","Tr"
,,"TACO",,"Pinhão, cozido","100","g",,,174,"3,0","0,7","NA","43,9","15,6",16,53,"0,41",166,"0,8",1,727,"0,18","0,8","27,7"
,,"TACO",,"Pupunha, cozida","100","g",,,219,"2,5","12,8","NA","29,6","4,3",28,25,"0,13",49,"0,5",1,303,"0,28","0,3","2,2"
,,"TACO",,"Noz, crua","100","g",,,620,"14,0","59,4","NA","18,4","7,2",105,153,"4,05",396,"2,0",5,533,"0,75","2,1","Tr"
,,,,,,,,,"(kcal)","(g)","(g)","(mg)","(g)","(g)","(mg)","(mg)","(mg)","(mg)","(mg)","(mg)","(mg)","(mg)","(mg)","(mg)"
